"","CODERESP","SECURITYID","BIRTHYEARR","CONTROL1","CONTROL3","CONTROL3@","S11","POLINT","PART","NONVOTE_01","NONVOTE_02","NONVOTE_03","NONVOTE_04","NONVOTE_05","NONVOTE_06","NONVOTE_07","NONVOTE_08","NONVOTE_09","NONVOTE_10","NONVOTE_98","PARTY15","VOTE1","VOTE1A","VOTE1B","VOTE1C","IMPORTANCE1","REASON1ACC1","REASON1ACC1_01","REASON1ACC1_02","REASON1ACC1_03","REASON1ACC1_04","REASON1ACC1_05","REASON1ACC1_06","REASON2ACC1","REASON2ACC1_01","REASON2ACC1_02","REASON2ACC1_03","REASON2ACC1_04","REASON2ACC1_05","REASON2ACC1_06","REASON1DEN1","REASON1DEN1_01","REASON1DEN1_02","REASON1DEN1_03","REASON1DEN1_04","REASON2DEN1","REASON2DEN1_01","REASON2DEN1_02","REASON2DEN1_03","REASON2DEN1_04","REASON2DEN1_05","TRUST_1","TRUST_2","TRUST_3","TRUST_4","TRUST_5","TRUST_6","TRUST_7","TRUST_8","TRUST_9","TRUST_10","TRUST_16","TRUST_23","TRUST_55","LRSP","VALUE1","VALUE3","VALUE5","VALUE8","VALUE10","VALUE11","VALUE13","VALUE17","DIFFICUL1","DECTIME1","ARGU1_1","ARGU1_2","ARGU1_3","ARGU1_4","ARGU1_5","ARGU1_6","ONLINE","MEDIAUSE_1","MEDIAUSE_2","MEDIAUSE_3","MEDIAUSE_4","MEDIAUSE_5","MEDIAUSE_6","MEDIAUSE_7","MEDIAUSE_8","MEDIAUSE_9","MEDIAUSE_10","MEDIAUSE_11","MEDIAUSE_12","MEDIAUSE_13","MEDIAUSE_14","MEDIAUSE_15","MEDIAUSE2_1","MEDIAUSE2_2","MEDIAUSE2_3","MEDIAUSE2_4","MEDIAUSE2_5","MEDIAUSE2_6","MEDIAUSE2_7","MEDIAUSE2_8","DISCUS","VOTEWIE","PART2","MEDKONS_1","MEDKONS_2","MEDKONS_3","MEDKONS_4","MEDKONS_5","MEDKONS_6","MEDKONS_7","MEDKONS_8","MEDKONS_9","MEDKONS_10","MEDKONS_11","MEDKONS_12","MEDNR_1","MEDNR_2","MEDNR_3","MEDNR_4","MEDNR_5","MEDNR_6","MEDNR_7","MEDNR_8","MEDNR_9","MEDNR_10","MEDNR_11","MEDNR_12","MEDNR_13","MEDNR_14","MEDNR_15","MEDNR_16","MEDNR_17","MEDNR_18","MEDNR_19","MEDNR_20","MEDNR_21","MEDNR_22","MEDNR_23","MEDNR_24","MEDNR_25","MEDNR_26","MEDNR_27","MEDNR_28","MEDNR_29","MEDNR_30","MEDNR_31","MEDNR_32","MEDNR_33","MEDNR_34","MEDHAUPT","PARTYA","CITIZENREPA","ORIGINPARENTS","CONFESSD","CONFESSR","CULT","EDUC","ACTI","ACTIPREV","S17JOBPOSITION","WORKLOAD","S17SECTOR","MAINEARNER","EDUCMAIN","ACTIMAIN","INCOME","INCOMEPRECARIAT","HABITAT","GEWVORL1","UNUSED"
"37",10062,"20250209.82445.243",1949,"","","",1,2,1,"","","","","","","","","","","",99,"2","","4","","0","","","","","","","","","","","","","","","Meine Sache!","100","","","","","999","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,98,9,6,8,9,5,1,9,5,"8","1","4","1","4","8","4","4","8","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","5","2",10,4,98,98,1,1,1,1,1,1,1,1,1,"0","4","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",0,"0",0,0,0,"98","1",1,8,2,"","",98,98,"","",98,"",8,"","",1,3,7,"0.922907232205615",0
"38",10064,"20250209.73532.243",1976,"","","",1,3,2,"0","0","0","0","1","0","0","0","1","0","0",17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6,6,5,2,4,7,6,7,7,4,7,4,2,5,2,5,5,3,5,2,4,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,2,4,4,2,2,98,98,98,98,2,3,4,"0","98","3","","","","",98,5,"98","98","98","98","98","","","","","98","98","","","","","",3,"98","98","98",5,"5",98,5,98,"9","16",1,1,1,"2","4",51,3,"","32",21,"1",1,"","",8,1,2,"1.19847061064446",0
"39",10069,"20250209.78205.243",1943,"","","",2,3,2,"1","0","1","0","0","0","0","0","0","0","0",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6,3,3,3,6,6,6,2,6,3,6,3,2,5,1,1,2,5,1,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,5,98,98,98,98,5,98,5,98,5,98,98,"98","98","98","","","","",5,98,"98","5","98","98","98","","","","","98","98","","","","","",3,"98","98","5",5,"5",98,4,98,"9","1",1,1,1,"1","2",22,7,"2","",10,"",4,"22","7",6,2,1,"2.60049677392143",0
"40",10070,"20250209.74104.243",1970,"","","",8,1,2,"0","0","0","0","0","0","0","1","0","0","0",17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,4,4,6,1,7,4,9,6,10,1,8,5,3,3,1,3,3,3,4,2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,5,4,98,1,1,5,3,4,5,4,5,2,"0","0","0","","","","",5,1,"0","0","0","0","0","","","","","0","0","","","","","",1,"0","0","0",5,"4",1,3,1,"9","5",1,1,1,"2","2",32,3,"","33",22,"2",2,"51","3",11,2,1,"2.75118889002432",0
"41",10071,"20250209.88148.243",1939,"","","",1,2,1,"","","","","","","","","","","",17,"2","","4","","4","","","","","","","","","","","","","","","","999","","","","","999","","","","",5,5,5,4,4,4,4,3,3,3,3,5,2,7,5,4,4,5,9,9,9,9,"1","2","2","2","2","2","1","1","2","4","2","9","9","6","6","6","6","6","6","0","2","2","0","0","3","3","3","1","1","4","2","7","3","2",10,4,2,2,1,2,2,3,2,4,4,2,2,"1","1","5","","","","",4,1,"1","4","0","0","0","","","","","98","1","","","","","",1,"0","5","4",5,"5",0,3,1,"98","1",2,1,1,"2","5",51,7,"1","98",98,"8",1,"","",5,2,2,"1.07883111571897",0
"42",10073,"20250209.74916.243",1974,"","","",2,2,2,"0","0","0","0","0","0","0","1","0","0","0",4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6,6,6,6,6,6,6,6,6,6,6,6,6,5,3,3,8,3,3,3,3,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4,5,2,2,98,2,1,5,5,4,4,1,2,"0","0","0","","","","",5,1,"0","0","0","5","0","","","","","0","0","","","","","",1,"0","0","0",3,"3",1,4,0,"98","4",1,1,1,"2","4",31,3,"","33",22,"1",2,"97","3",7,2,2,"1.55993317118667",0
"43",10074,"20250209.78209.243",1956,"","","",2,2,2,"1","0","0","0","0","0","0","1","0","0","0",17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,8,8,5,5,5,8,6,6,9,10,8,3,7,5,4,8,6,6,4,8,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,5,2,1,1,1,1,1,5,3,1,1,1,"0","98","0","","","","",98,0,"0","5","0","0","0","","","","","0","0","","","","","",0,"0","0","0",2,"0",2,5,2,"8","4",1,1,1,"2","6",51,2,"","",21,"",3,"","",3,3,1,"1.23872625133974",0
"44",10075,"20250209.71504.243",1953,"","","",1,1,1,"","","","","","","","","","","",9,"2","","2","","7","","","","","","","","","","","","","","","Einige Punkte sind meiner Meinung nach nicht oder nur schwierig umsetztbar. Auch scheint mir der Zeitrahmen zu kurz.","406","403","","","","999","","","","",9,9,6,7,5,9,9,5,5,8,5,5,5,5,3,3,4,3,3,6,2,5,"1","2","1","2","2","4","2","3","3","8","6","6","8","7","6","2","7","7","4","1","0","0","0","0","2","2","2","2","0","7","7","8","4","1",8,5,1,2,5,1,3,2,5,4,3,2,2,"0","0","0","","","","",5,0,"0","0","5","0","0","","","","","0","0","","","","","",0,"0","0","0",3,"3",2,4,3,"98","9",1,1,1,"2","2",51,7,"3","32",10,"1",1,"","",8,1,2,"0.872378885275029",0
"45",10076,"20250209.83023.243",1978,"","","",2,3,1,"","","","","","","","","","","",4,"2","","4","","4","","","","","","","","","","","","","","","","999","","","","","999","","","","",1,1,2,0,5,3,4,5,7,1,9,1,0,5,5,5,6,2,6,6,1,6,"2","2","1","1","2","2","2","1","4","0","3","0","5","2","1","2","0","4","1","0","1","0","0","0","2","1","3","1","0","0","3","5","4","2",8,1,1,1,1,1,2,1,4,1,3,4,2,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",0,"0",2,2,0,"11","4",1,1,1,"2","3",32,2,"","",10,"",3,"","",4,2,2,"0.600335106057976",0
"46",10078,"20250209.77321.243",1965,"","","",2,2,1,"","","","","","","","","","","",1,"2","","8","","3","","","","","","","","","","","","","","","Zur Zeit gibt es wichtigere Themen","100","","","","die Folgen nach einem Ja völlig ungewiss","402","","","","",5,8,5,2,2,2,2,1,2,5,8,5,1,98,4,4,5,4,4,8,2,2,"2","2","3","2","2","8","8","8","3","98","8","8","1","1","1","1","8","1","1","0","0","0","0","0","0","0","0","0","0","8","9","10","4","1",10,1,5,3,1,2,4,1,5,5,3,3,1,"0","1","0","","","","",0,5,"1","0","0","0","0","","","","","1","0","","","","","",5,"1","0","0",5,"5",2,5,2,"8","1",9,8,1,"2","9",98,98,"","",10,"",1,"","",98,8,1,"0.634870478048672",0
"47",10082,"20250209.73086.243",1981,"","","",2,3,1,"","","","","","","","","","","",3,"2","","8","","98","","","","","","","","","","","","","","","","999","","","","","999","","","","",8,5,5,5,5,5,5,5,5,5,5,5,0,5,3,3,2,5,1,3,3,4,"2","8","8","8","8","8","8","8","2","1","2","0","3","2","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","10","0","10","4","1",10,1,5,1,1,1,5,1,5,2,1,5,1,"0","0","0","","","","",0,5,"0","0","0","0","0","","","","","0","0","","","","","",5,"0","0","0",0,"0",5,0,5,"2","3",1,1,1,"2","4",51,3,"","32",23,"2",2,"51","3",9,2,2,"0.530772137649524",0
"48",10084,"20250209.75012.243",1958,"","","",2,2,2,"0","0","0","0","0","0","1","0","0","0","0",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,5,5,3,5,5,8,8,5,3,5,5,0,5,2,3,5,3,4,6,2,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,5,2,1,1,1,3,1,5,2,1,1,1,"0","0","0","","","","",5,0,"0","0","0","0","0","","","","","0","0","","","","","",1,"0","0","0",2,"0",5,5,98,"8","3",1,1,1,"2","2",32,98,"","",23,"",8,"","",3,2,1,"1.27242867123667",0
"49",10085,"20250209.85394.243",1968,"","","",2,3,1,"","","","","","","","","","","",17,"2","","4","","5","","","","","","","","","","","","","","","","999","","","","","999","","","","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,4,4,4,2,3,3,"2","2","2","2","2","2","3","3","3","5","1","0","0","5","0","0","5","0","0","5","0","0","0","5","0","0","0","0","5","5","0","5","4","1",5,5,5,1,1,1,5,1,4,1,2,1,1,"1","0","0","","","","",0,1,"0","1","0","0","0","","","","","0","0","","","","","",1,"0","1","0",0,"0",0,1,0,"6","18",1,1,2,"","",32,3,"","33",10,"1",3,"","",98,8,8,"0.609420564798643",0
"50",10086,"20250209.78696.243",1982,"","","",1,2,2,"0","0","0","0","0","0","0","1","0","0","0",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,5,3,3,7,7,5,5,5,5,5,5,5,5,1,1,6,1,6,8,6,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,1,3,2,2,4,3,4,1,1,4,4,4,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",0,"0",5,0,0,"10","2",2,2,2,"","",52,3,"","33",10,"1",1,"","",13,2,1,"1.03364998715102",0
"51",10087,"20250209.82329.243",1943,"","","",2,2,1,"","","","","","","","","","","",1,"2","","3","","5","","","","","","","","","","","","","","","war viel zu schnell umzusetzen viel zu streng","406","401","","","","999","","","","",8,5,5,4,98,98,5,98,98,5,5,98,98,5,5,4,3,6,4,1,5,1,"1","2","1","1","4","4","3","3","2","10","10","10","10","98","9","98","98","9","98","98","98","98","98","98","98","98","98","98","98","98","98","10","3","1",10,5,98,98,98,98,98,98,5,5,98,98,98,"98","98","98","","","","",5,3,"98","98","98","98","98","","","","","98","98","","","","","",98,"98","98","98",5,"5",98,5,98,"98","1",1,1,1,"2","5",32,8,"8","",10,"",2,"51","7",7,1,2,"1.07883111571897",0
"52",10089,"20250209.83442.243",1988,"","","",1,1,1,"","","","","","","","","","","",1,"2","","4","","0","","","","","","","","","","","","","","","Es öffnet Tür und Tor für weitere Verbote, gebühren und Steuern","405","","","","Der Nutzen für die Schweiz ist gering verglichen mit dem rest der Welt","201","","","","",8,8,5,6,6,8,7,8,5,5,6,5,0,8,4,4,4,4,3,1,1,2,"1","1","2","2","3","2","1","1","1","7","0","10","0","0","5","0","8","0","0","8","5","0","9","5","4","0","3","0","0","5","3","98","4","1",7,1,1,1,1,1,5,1,3,1,3,3,1,"5","0","0","","","","",0,5,"0","0","0","0","3","","","","","0","0","","","","","",5,"0","0","0",0,"0",0,2,0,"6","1",1,1,1,"9","2",51,3,"","32",10,"2",1,"","",9,2,1,"0.841847137008964",0
"53",10091,"20250209.79774.243",1995,"","","",1,2,1,"","","","","","","","","","","",17,"1","4","","","10","Ich finde die Umwelt haben wir nur 1x mehr Schutz= länger Menschheit","300","302","","","","","","999","","","","","","","","","","","","","","","","",8,7,7,8,3,9,7,9,7,8,9,9,8,3,2,3,2,3,2,1,6,1,"1","1","2","1","1","1","3","3","3","2","0","0","10","1","2","3","0","5","0","3","0","7","3","0","2","3","3","2","2","2","0","10","3","1",10,2,1,2,1,1,2,1,3,2,1,5,3,"0","1","0","","","","",0,98,"0","0","0","0","0","","","","","0","98","","","","","",0,"0","0","0",0,"0",0,1,0,"11","5",1,2,2,"","",52,3,"","33",10,"2",1,"","",6,1,1,"1.18456462210911",0
"54",10092,"20250209.75631.243",1966,"","","",1,2,2,"0","1","0","0","0","0","0","0","0","0","0",17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,5,5,4,6,7,5,5,5,2,3,5,2,7,2,5,5,3,4,2,2,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,3,2,3,3,3,3,2,4,5,5,2,2,"3","2","2","","","","",1,2,"1","1","1","1","1","","","","","1","1","","","","","",1,"1","1","0",4,"4",4,5,1,"10","18",1,2,2,"","",32,3,"","32",10,"1",8,"","",7,2,2,"1.89208561993306",0
"55",10093,"20250209.77927.243",1964,"","","",2,4,2,"0","1","0","0","0","0","0","0","0","0","0",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,5,8,8,9,9,9,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,98,98,98,98,98,98,98,98,98,98,98,98,"98","98","98","","","","",98,98,"98","98","98","98","98","","","","","98","98","","","","","",98,"98","98","98",98,"98",98,98,98,"","18",1,1,1,"1","1",32,3,"","32",10,"1",1,"","",6,2,1,"1.55710828541321",0
"56",10095,"20250209.83025.243",1958,"","","",2,3,2,"0","0","0","0","0","0","0","1","0","0","0",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,8,4,0,6,8,98,6,7,8,10,10,0,8,5,4,1,6,5,3,1,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,3,3,3,3,3,1,4,4,5,4,1,1,"5","3","5","","","","",5,5,"3","3","3","3","3","","","","","3","2","","","","","",4,"4","4","3",5,"5",5,4,4,"10","1",1,1,1,"1","2",32,7,"3","32",10,"1",1,"","",2,1,1,"1.45285313275822",0
"57",10096,"20250209.82696.243",1951,"","","",1,1,1,"","","","","","","","","","","",4,"2","","4","","5","","","","","","","","","","","","","","","zu weitreichend","401","","","","","999","","","","",5,5,5,5,5,7,5,3,3,5,3,6,6,5,3,3,6,2,3,5,1,6,"1","2","1","1","1","1","3","2","2","10","10","5","5","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","10","0","4","4","1",10,5,1,1,5,1,1,1,5,5,5,1,1,"0","0","0","","","","",5,0,"0","0","1","1","0","","","","","0","0","","","","","",0,"0","0","0",1,"3",0,5,0,"8","4",9,1,1,"2","2",51,7,"3","32",10,"1",1,"","",7,2,2,"0.786885742479694",0
"58",10099,"20250209.75925.243",1975,"","","",2,2,1,"","","","","","","","","","","",9,"1","4","","","9","Umweltschutz ist mir wichtig.","300","","","","","","Ich fühle mich verpflichtet unserer Erde Sorge zu tragen - auch für unsere nächste Generation.","304","302","","","","","","","","","","","","","","","",4,4,4,6,98,8,6,98,98,9,0,8,5,4,2,2,9,2,5,6,5,9,"1","1","1","1","2","3","3","3","3","2","0","2","5","0","0","0","6","0","0","0","0","0","0","0","0","0","2","0","0","3","0","6","2","1",9,2,4,1,2,2,4,2,5,4,3,1,2,"2","0","1","","","","",2,2,"0","0","1","0","0","","","","","0","98","","","","","",2,"1","1","0",3,"3",2,2,5,"8","9",1,1,2,"","",10,1,"","12",10,"1",2,"52","3",11,1,2,"0.797698702507214",0
"59",10101,"20250209.76778.243",1975,"","","",1,2,1,"","","","","","","","","","","",17,"2","","4","","2","","","","","","","","","","","","","","","inaccettabilita, inutilita","403","","","","","999","","","","",98,7,9,1,3,3,7,5,7,3,10,5,2,7,5,5,1,5,2,1,1,1,"8","1","3","1","2","2","2","2","1","0","0","0","8","0","0","98","8","5","0","0","5","9","8","5","8","8","5","1","6","1","1","8","2","1",10,1,1,1,1,2,5,1,1,3,1,5,98,"","","","","","0","0",0,0,"","","","","","","0","0","0","","","","","","0","0",0,"","","",0,"",0,0,0,"12","15",2,2,2,"","",52,3,"","32",10,"2",1,"","",10,1,2,"0.15652591715393",0
"60",10103,"20250209.85095.243",1953,"","","",2,2,1,"","","","","","","","","","","",17,"2","","4","","3","","","","","","","","","","","","","","","Die Grünen und SP wollen alles was wir in der Schweiz haben kaputt machen. Es gibt keine Worte dafür","106","","","","","999","","","","",2,2,0,2,2,2,2,2,5,1,7,3,2,5,1,3,3,2,1,3,1,4,"2","1","3","1","3","1","1","1","3","0","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","3","1",10,1,2,1,1,1,2,1,4,4,2,1,1,"0","0","0","","","","",2,2,"2","0","0","0","0","","","","","2","2","","","","","",0,"0","0","0",4,"4",0,4,0,"8","1",1,1,2,"","",97,8,"3","32",10,"1",1,"","",2,3,1,"1.07883111571897",0
"61",10104,"20250209.80106.243",1971,"","","",1,2,2,"0","0","0","0","0","0","0","0","0","0","1",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6,6,6,7,7,8,7,8,8,4,9,9,0,7,4,5,4,9,4,3,3,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,1,5,1,3,2,5,2,5,4,3,1,1,"1","0","3","","","","",1,5,"0","1","0","1","1","","","","","0","0","","","","","",4,"0","2","0",4,"4",2,3,4,"8","1",1,1,1,"2","2",32,3,"","33",10,"1",1,"","",7,2,1,"1.75870558223076",0
"62",10108,"20250209.81694.243",1953,"","","",2,1,1,"","","","","","","","","","","",17,"2","","4","","10","","","","","","","","","","","","","","","zu schnelle Umsetzung Raubzug Aufs Portemonnaie","406","","","","","999","","","","",98,5,3,0,5,4,8,4,6,3,0,0,0,6,4,3,5,2,6,6,1,4,"1","1","2","1","1","3","1","1","2","7","10","0","5","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","5","1","1",10,5,4,1,1,1,1,1,5,3,3,1,1,"0","0","0","","","","",5,3,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",1,"0",0,5,1,"98","16",1,1,1,"2","2",32,7,"3","33",23,"8",3,"","",7,1,2,"1.03558425001045",0
"63",10109,"20250209.82058.243",1962,"","","",2,1,2,"0","0","0","1","0","0","0","0","0","0","0",5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,8,5,7,4,10,8,9,5,9,4,6,7,3,3,2,2,2,3,6,3,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,4,1,1,1,1,1,1,5,2,1,4,1,"0","0","0","","","","",4,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",1,"1",0,5,1,"8","5",1,1,1,"2","5",32,3,"","33",22,"2",1,"","",5,1,2,"2.34146062321721",0
"64",10113,"20250209.71511.243",2003,"","","",2,3,1,"","","","","","","","","","","",1,"2","","4","","4","","","","","","","","","","","","","","","Möchte keine Einschränkung vom Staat erhalten und das machen was ich will.","405","","","","","999","","","","",1,0,5,2,2,7,1,5,4,0,9,8,0,10,8,9,6,6,9,1,1,8,"1","1","3","8","4","4","1","3","3","3","6","9","6","0","0","2","7","6","0","0","0","7","0","3","3","2","4","0","7","4","0","6","2","1",10,5,5,5,5,1,4,1,5,4,5,3,2,"5","1","0","","","","",5,5,"0","5","0","1","1","","","","","0","0","","","","","",5,"0","0","0",5,"5",5,5,5,"98","1",1,1,1,"2","4",98,3,"","98",10,"1",8,"","",98,8,8,"0.968155170127634",0
"65",10114,"20250209.79459.243",1992,"","","",1,2,2,"0","0","0","0","0","0","0","1","0","0","0",9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,8,7,6,5,9,8,5,5,5,7,5,5,4,3,4,4,2,4,5,3,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4,3,1,1,3,4,3,3,4,3,2,4,2,"1","1","1","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"1","1","0",2,"1",0,2,0,"6","9",1,1,1,"2","2",60,3,"","33",21,"2",8,"","",5,1,1,"1.45367536473212",0
"66",10115,"20250209.71636.243",1997,"","","",1,2,2,"0","0","0","1","0","0","0","0","0","0","0",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,10,10,0,10,8,8,10,10,0,10,5,0,8,6,6,3,5,4,2,6,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,1,1,1,1,1,2,1,2,3,3,4,1,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",1,"0","0","0",1,"1",2,1,0,"9","1",2,2,1,"5","4",52,3,"","33",10,"1",1,"","",98,1,2,"1.34574997280453",0
"67",10118,"20250209.85388.243",1962,"","","",1,2,1,"","","","","","","","","","","",2,"8","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","",98,5,5,5,98,98,5,6,6,7,5,7,8,3,3,2,2,2,2,5,4,2,"1","2","2","1","1","2","2","2","3","9","9","9","1","98","2","1","5","5","5","1","1","1","1","1","1","1","2","2","2","3","3","1","4","1",9,4,3,5,5,2,2,2,4,98,4,2,1,"0","1","1","","","","",4,1,"3","4","0","0","0","","","","","1","0","","","","","",2,"0","0","0",98,"5",2,98,2,"9","16",1,1,2,"","",97,3,"","32",10,"3",3,"","",10,2,2,"0.444628732021226",0
"68",10119,"20250209.73142.243",1952,"","","",2,8,1,"","","","","","","","","","","",17,"8","","","","98","","","","","","","","","","","","","","","","","","","","","","","","","",2,98,98,98,98,98,98,98,98,98,9,0,0,5,8,8,8,6,8,8,1,8,"1","1","8","8","8","8","8","8","8","98","98","98","2","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","1","4","1",98,98,98,98,98,98,98,98,5,98,98,98,98,"98","98","98","","","","",98,98,"98","98","98","98","98","","","","","98","98","","","","","",98,"98","98","98",98,"98",98,3,98,"8","16",1,1,1,"2","9",32,8,"8","",98,"",8,"","",3,2,1,"0.747267088943627",0
"69",10121,"20250209.87269.243",1963,"","","",2,1,1,"","","","","","","","","","","",1,"2","","4","","0","","","","","","","","","","","","","","","Wirtschaft würde abgewürgt, was u.a. Zu einer Massenarbeitslosigkeit und zu Wohlstandsverlust führen würde. Die Initiative setzt nicht an den Ursachen an, z.B. des ungehinderten Bevölkerungswachstums in der Schweiz","304","300","","","Absolut schädlich für den Wirtschaftsstandort CH","303","","","","",4,5,6,1,6,9,5,0,6,1,5,9,0,8,6,6,6,6,5,1,1,4,"1","1","4","3","1","1","1","1","2","10","0","5","9","9","6","1","6","3","0","0","0","0","0","6","0","0","0","0","0","5","0","10","2","1",10,5,5,5,5,2,5,5,1,5,5,1,1,"0","0","0","","","","",5,5,"5","5","0","5","0","","","","","0","0","","","","","",5,"0","0","0",5,"3",5,5,0,"3","1",2,2,2,"","",51,3,"","32",21,"3",2,"60","3",15,1,2,"0.583518187081894",0
"70",10122,"20250209.85002.243",1946,"","","",2,2,1,"","","","","","","","","","","",1,"2","","4","","7","","","","","","","","","","","","","","","Die Schweiz mach schon einiges gut wo andere Länder nachhinken","200","","","","","999","","","","",98,9,5,3,98,6,6,4,4,98,5,8,4,5,2,3,2,5,4,5,1,2,"2","2","8","1","3","4","2","4","2","10","2","8","10","1","1","1","0","3","2","0","0","0","0","0","0","0","98","0","0","8","7","10","3","1",10,5,5,1,1,1,5,1,2,5,5,1,1,"0","0","0","","","","",5,5,"0","0","0","0","0","","","","","0","0","","","","","",5,"0","0","0",5,"0",5,4,3,"98","1",1,1,1,"2","2",21,8,"3","33",23,"2",8,"","",3,2,2,"1.07883111571897",0
