CODERESP;SECURITYID;CONTROL1;CONTROL3;CONTROL3@;BIRTHYEARR;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;IMPORTANCE1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON1ACC1_05;REASON1ACC1_06;REASON1ACC1_07;REASON1ACC1_08;REASON1ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON2ACC1_04;REASON2ACC1_05;REASON2ACC1_06;REASON2ACC1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON1DEN1_04;REASON1DEN1_05;REASON1DEN1_06;REASON1DEN1;REASON2DEN1_01;REASON2DEN1_02;REASON2DEN1_03;REASON2DEN1_04;REASON2DEN1_05;REASON2DEN1;VOTE2;VOTE2A;VOTE2B;VOTE2C;IMPORTANCE2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON1ACC2_04;REASON1ACC2_05;REASON1ACC2_06;REASON1ACC2_07;REASON1ACC2_08;REASON1ACC2_09;REASON1ACC2_10;REASON1ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON2ACC2_03;REASON2ACC2_04;REASON2ACC2_05;REASON2ACC2_06;REASON2ACC2_07;REASON2ACC2_08;REASON2ACC2_09;REASON2ACC2_10;REASON2ACC2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON1DEN2_04;REASON1DEN2_05;REASON1DEN2_06;REASON1DEN2_07;REASON1DEN2;REASON2DEN2_01;REASON2DEN2_02;REASON2DEN2_03;REASON2DEN2_04;REASON2DEN2_05;REASON2DEN2;VOTE3;VOTE3A;VOTE3B;VOTE3C;IMPORTANCE3;REASON1ACC3_01;REASON1ACC3_02;REASON1ACC3_03;REASON1ACC3_04;REASON1ACC3_05;REASON1ACC3;REASON2ACC3_01;REASON2ACC3_02;REASON2ACC3_03;REASON2ACC3_04;REASON2ACC3;REASON1DEN3_01;REASON1DEN3_02;REASON1DEN3_03;REASON1DEN3_04;REASON1DEN3;REASON2DEN3_01;REASON2DEN3_02;REASON2DEN3_03;REASON2DEN3;VOTE4;VOTE4A;VOTE4B;VOTE4C;IMPORTANCE4;REASON1ACC4_01;REASON1ACC4_02;REASON1ACC4_03;REASON1ACC4_04;REASON1ACC4_05;REASON1ACC4;REASON2ACC4_01;REASON2ACC4_02;REASON2ACC4_03;REASON2ACC4_04;REASON2ACC4_05;REASON2ACC4_06;REASON2ACC4;REASON1DEN4_01;REASON1DEN4_02;REASON1DEN4_03;REASON1DEN4_04;REASON1DEN4;REASON2DEN4_01;REASON2DEN4_02;REASON2DEN4_03;REASON2DEN4_04;REASON2DEN4_05;REASON2DEN4;VOTE5;VOTE5A;VOTE5B;VOTE5C;IMPORTANCE5;REASON1ACC5_01;REASON1ACC5_02;REASON1ACC5_03;REASON1ACC5_04;REASON1ACC5_05;REASON1ACC5;REASON2ACC5_01;REASON2ACC5_02;REASON2ACC5_03;REASON2ACC5_04;REASON2ACC5_05;REASON2ACC5;REASON1DEN5_01;REASON1DEN5_02;REASON1DEN5_03;REASON1DEN5_04;REASON1DEN5_05;REASON1DEN5_06;REASON1DEN5;REASON2DEN5_01;REASON2DEN5_02;REASON2DEN5_03;REASON2DEN5_04;REASON2DEN5_05;REASON2DEN5;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_6;TRUST_7;TRUST_8;TRUST_9;TRUST_10;TRUST_16;TRUST_30;TRUST_31;TRUST_32;TRUST_33;TRUST_34;LRSP;VALUE3;VALUE5;VALUE6;VALUE7;VALUE8;VALUE10;VALUE16;VALUE11;VALUE15;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;DIFFICUL3;DECTIME3;ARGU3_1;ARGU3_2;ARGU3_3;ARGU3_4;ARGU3_5;ARGU3_6;DIFFICUL4;DECTIME4;ARGU4_1;ARGU4_2;ARGU4_3;ARGU4_4;ARGU4_5;ARGU4_6;DIFFICUL5;DECTIME5;ARGU5_1;ARGU5_2;ARGU5_3;ARGU5_4;ARGU5_5;ARGU5_6;COVID1A;COVID1B;COVID1C;COVID1D;COVID1E;COVID2;COVID3_1;COVID3_2;COVID4_1;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSR;CONFESSD;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2;GEWVORL3;GEWVORL4;GEWVORL5
11926;20210613.55208.211;99999998;99999998; ;1945;2;2;1;8;8;8;8;8;8;8;8;8;8;8;3;2;99999998;2;99999998;6;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;21; ; ; ; ; ;Tout est déjà bien surveillé;99; ; ; ; ; ;2;99999998;2;99999998;6;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;99999998;99999998;7;91; ; ; ; ;Protéger les agriculteurs;99; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;1;2;99999998;99999998;6;52; ; ; ; ;Il faut sauver la planète pour les générations futures;99; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;10;22; ; ; ; ;Il est d’une importance capitale;99; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;8;8;5;6;98;9;5;98;5;5;10;8;6;8;6;98;5;6;9;1;6;1;1;6;6;4;2;2;2;3;3;1;1;8;2;2;8;3;3;1;1;8;1;1;2;2;1;4;3;3;2;2;8;3;2;8;2;1;1;2;2;2;1;8;3;3;8;8;3;1;1;4;2;3;4;2;5;0;5;6;0;5;98;0;5;0;98;0;0;0;0;0;0;0;0;0;5;0;5;4;1;9;3;1;1; ;8;99999998;33;7;3;98;21;1;8;99999998;99999998;6;1;1;0.276995416;0.25053791;0.505278439;0.333799143;0.572145316
12060;20210613.55524.211;99999998;99999998; ;1980;2;2;2;1;0;0;0;0;0;0;0;0;0;0;19;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;8;6;5;5;7;8;7;5;7;6;8;7;6;7;8;7;6;4;6;3;4;4;4;4;6;6;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;5;2;2;5;1;5;52;1;99999998;11;23;1;3;99999998;99999998;10;2;2;0.92852469;0.928533182;0.928568872;0.928557964;0.928597458
12310;20210613.56198.211;99999998;99999998; ;1974;2;2;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;4;99999998;3;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;63; ; ; ; ; ;Trop extrême dans les changements demandés aux paysans/éleveurs.;99; ; ; ; ; ;2;99999998;4;99999998;3;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;63; ; ; ; ; ; ;Changements trop extrêmes pour les éleveurs et paysans.;99; ; ; ; ; ;1;4;99999998;99999998;8;99; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;8;43; ; ; ; ;Climat;99; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;1;2;99999998;99999998;5;99; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;8;8;5;4;5;7;7;2;5;7;7;8;8;4;7;3;6;5;6;4;5;5;6;5;6;1;2;1;2;3;3;2;2;8;1;1;3;2;2;2;2;3;1;1;2;2;2;4;3;3;1;1;8;2;8;3;3;8;2;1;2;2;2;3;3;2;1;1;3;1;1;3;2;4;3;3;7;8;8;6;7;3;4;6;2;3;4;0;0;0;3;0;0;0;0;2;7;0;8;4;1;10;18;1;1; ;2;99999998;32;3;99999998;32;10;1;1;99999998;99999998;9;3;1;0.14970012;0.135401357;0.273073989;0.180399274;0.309211698
12363;20210613.56345.211;99999998;99999998; ;1966;2;2;1;8;8;8;8;8;8;8;8;8;8;8;16;1;4;99999998;99999998;10;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;10;50;53; ; ; ; ; ; ; ; ;la (sur)vie sur la Terre dépend de moins de politique et de blabla et de plus de responsabilité de chaque être humain à prendre conscience que nous devons absolument changer de paradigme!;99; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;5;41; ; ; ; ;pour soutenir les personnes qui ont souffert durement financièrement durant cette pandémie. ce qui me désole et m'agace c'est l'aveuglement politique, face p.ex. à la Chine... je ne comprends pas pourquoi, p.ex., La Suisse continue à acheter des masques c;99; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;10;42;51; ; ; ;toujours pour la même raison... la (sur) vie de la Terre, surtout des êtres humains, car la terre survivra, après l'extinction de la vie humaine...;99; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;2;99999998;4;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ; ;94; ; ; ; ; ;ma fille aînée fait des études de droit et m'a transmis des informations sur ce sujet, ce qui m'a convaincu...;99; ; ; ; ; ;5;5;0;5;98;5;0;0;5;5;0;5;5;5;5;98;5;1;6;8;8;1;1;6;8;8;1;3;1;2;1;3;3;8;8;3;3;1;1;3;8;8;8;3;1;8;8;8;8;8;8;3;8;1;8;1;8;8;8;3;8;4;4;1;1;1;1;1;1;1;1;3;8;4;8;3;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;0;0;0;0;0;5;0;5;3;1;10;16;2;2; ;2;99999998;32;3;99999998;32;21;1;1;99999998;99999998;9;3;1;0.286788319;0.348575637;0.239425031;0.158169959;0.12210049
12697;20210613.57265.211;99999998;99999998; ;1969;2;3;2;1;0;0;0;1;0;0;0;0;0;0;16;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;5;5;5;4;4;6;5;6;7;6;7;8;7;8;9;5;98;2;4;6;2;4;2;3;6;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;7;16;2;2;2;1;4;32;3;99999998;33;21;2;1;99999998;99999998;9;1;1;1.285300694;1.28531245;1.285361852;1.285346753;1.285401422
12776;20210613.57511.211;99999998;99999998; ;1964;1;1;1;8;8;8;8;8;8;8;8;8;8;8;19;3;99999998;99999998;4;8;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;8;99999998;99999998;99999998;98;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;8;95; ; ; ; ;confiance dans les arguments des autorités;33; ; ; ;Urgence de débloquer des fonds et revenir à une rapide normalité;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;9;95; ; ; ; ;confiance dans les positions des autorités;43; ; ; ; ; ;urgence climatique;99999998; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;9;95; ; ; ; ;confiance dans les arguments des autorités;33;22;29; ; ;Nécessité d'une politique sécuritaire plus souple, plus patique, moins contiaonte;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;7;5;3;8;5;5;7;5;5;5;5;8;8;8;8;0;5;3;3;3;3;2;3;1;3;2;1;2;3;8;8;2;3;8;1;2;8;8;2;2;8;2;1;1;1;1;8;4;4;8;1;1;2;1;8;1;4;8;1;1;2;1;1;4;4;4;1;1;3;2;1;4;2;3;4;3;7;7;0;9;9;0;0;5;2;3;9;0;0;0;98;5;5;4;98;4;7;4;8;2;1;10;19;2;2;2;1;5;52;3;99999998;33;10;2;1;99999998;99999998;10;1;2;0.047576403;0.047576115;0.064709063;0.04274837;0.073272446
13015;20210613.58092.211;99999998;99999998; ;1984;1;2;1;8;8;8;8;8;8;8;8;8;8;8;99;1;4;99999998;99999998;98;50; ; ; ; ; ; ; ;Environnement;40; ; ; ; ; ;Santé;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;98;50; ; ; ; ; ; ; ; ; ;Environnement;40;41; ; ; ; ; ; ; ; ;Santé;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;2;99999998;2;99999998;98;99999998; ; ; ; ; ;99999998; ; ; ; ;25;26; ; ;Restrictions disproportionnées des libertés individuelles;28; ; ;La loi était probablement moins scientifiquement fondée que ses partisans l'affirmaient;1;4;99999998;99999998;10;40; ; ; ; ;Environnement;99; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;2;99999998;2;99999998;98;99999998; ; ; ; ; ;99999998; ; ; ; ; ;34; ; ; ; ; ;Restrictions disproportionnées de certains libertés individuelles;26; ; ; ; ;Probable incompatibilité avec le droit international;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;1;98;0;0;98;0;0;0;0;0;0;0;0;0;0;0;98;98;98;98;98;98;98;98;5;1;10;5;1;1; ;2;99999998;33;3;99999998;33;23;1;1;99999998;99999998;3;2;1;0.472566467;0.574378893;0.181301294;0.260630625;0.201195772
13228;20210613.58641.211;99999998;99999998; ;1951;1;2;1;8;8;8;8;8;8;8;8;8;8;8;5;1;4;99999998;99999998;10;81; ; ; ; ; ; ; ;Qualit é de ie pour nous et les générations futures;99; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;10;53; ; ; ; ; ; ; ; ; ;Qualité de l'environnement;99; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;2;99999998;4;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ;24; ; ; ;Risque de dérive;99; ; ; ;1;4;99999998;99999998;10;43; ; ; ; ;Réchauffement climatique menant à des catastrophes;99; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;2;99999998;4;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ; ;17; ; ; ; ; ;Risque de dérive;99; ; ; ; ; ;8;7;5;4;5;5;8;8;5;8;7;5;9;5;5;5;3;3;4;5;5;4;4;4;6;1;1;1;2;3;2;3;3;4;1;1;3;1;1;3;3;3;1;1;3;2;2;1;2;1;1;1;2;1;2;4;3;3;1;1;2;3;2;1;3;1;1;1;2;1;1;3;3;4;1;3;0;0;3;2;3;0;0;2;0;0;0;0;0;0;5;98;98;5;5;98;98;98;5;4;1;10;5;2;2; ;2;99999998;60;7;3;33;22;2;8;99999998;99999998;3;2;1;0.339111933;0.412172149;0.130101132;0.187027564;0.144377335
13331;20210613.58909.211;99999998;99999998; ;1962;1;2;1;8;8;8;8;8;8;8;8;8;8;8;4;1;4;99999998;99999998;10;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;10;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;6;99; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;10;99; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;8;99; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;7;7;4;7;5;9;3;2;2;7;6;6;7;7;98;98;5;3;4;5;2;1;4;5;2;1;1;1;2;3;3;3;2;3;1;1;2;2;1;2;3;2;1;1;1;2;2;4;3;4;1;1;2;1;1;3;4;3;1;1;2;2;2;3;4;3;1;1;3;1;1;3;2;3;4;3;6;7;10;7;0;2;0;8;0;0;3;0;0;0;6;7;0;0;0;0;6;0;9;3;1;7;9;2;2; ;2;99999998;52;3;99999998;31;10;1;1;99999998;99999998;15;1;2;0.860863888;1.046333334;0.718691625;0.474785049;0.813800898
13464;20210613.59265.211;99999998;99999998; ;1961;2;2;1;8;8;8;8;8;8;8;8;8;8;8;5;1;4;99999998;99999998;10;58; ; ; ; ; ; ; ;Sauvegarde de la planette Terre;98; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;10;50;53; ; ; ; ; ; ; ; ;Sauvegarde de la planette;98; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;2;99999998;99999998;7;34;35; ; ; ;Aide aux professions précarisées;99; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;10;53; ; ; ; ;Sauvegarde de notre terre mère;98; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;2;99999998;4;99999998;9;99999998; ; ; ; ; ;99999998; ; ; ; ; ;98; ; ; ; ; ; ; ; ; ; ; ; ;5;4;6;8;1;8;7;9;3;10;2;6;10;0;7;3;2;1;1;5;5;2;1;5;6;1;1;1;1;2;1;3;4;4;1;1;3;1;1;4;4;3;1;2;4;2;3;1;3;4;1;1;1;1;3;4;4;3;1;1;4;4;4;1;1;1;1;1;2;1;1;2;4;4;1;3;7;8;2;1;3;0;2;6;3;4;4;0;3;0;0;5;4;2;7;3;5;0;3;2;1;10;5;1;1; ;2;99999998;52;3;99999998;32;21;2;1;99999998;99999998;14;1;2;0.317254551;0.385605688;0.264859744;0.174972745;0.135071527
13630;20210613.59737.211;99999998;99999998; ;1972;1;2;1;8;8;8;8;8;8;8;8;8;8;8;17;1;4;99999998;99999998;7;42;50;55;40; ; ; ; ;La nécessité de vivre dans un environnement plus propre et sans pollution.;18; ; ; ; ; ;Encourager ce type d'initiative.;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;8;60;61;63; ; ; ; ; ; ; ;La nécessité de ne pas dépendre de produits de synthèse pour l'agriculture.;60;62;12; ; ; ; ; ; ; ;Donner un signal clair aux agriculteurs que la seule voie possible pour la Suisse est d'aller vers le bio.;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;8;12; ; ; ; ;L'urgence de la situation.;25; ; ; ;J'avais confiance dans les différentes instances fédérales sur le bien-fondé de cette loi.;99999998; ; ; ; ;99999998; ; ; ;2;99999998;2;99999998;7;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;44; ; ; ;Ce problème climatique dépasse de très loin la Suisse. Je peine à croire qu'un vote local soit d'un quelconque effet sur ce problème mondial.;99; ; ; ; ; ;1;4;99999998;99999998;5;95; ; ; ; ;Confiance dans les autorités fédérales sur ce projet de loi.;99; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;7;7;5;6;4;8;6;5;4;6;5;8;6;7;8;98;4;2;3;4;2;2;2;2;2;2;2;2;1;2;1;3;3;3;2;1;3;1;1;2;3;3;1;1;1;1;1;4;4;4;1;1;3;3;3;1;2;2;1;1;1;2;2;2;4;3;1;1;3;1;1;3;1;4;4;2;9;5;0;10;7;5;0;6;0;5;0;0;0;0;0;5;5;3;3;5;7;0;10;3;1;7;2;1;1; ;2;99999998;52;3;99999998;32;10;2;1;99999998;99999998;15;1;1;6.989427681;8.495270009;5.835118893;5.23616352;6.60731923
13749;20210613.60071.211;99999998;99999998; ;1964;2;1;1;8;8;8;8;8;8;8;8;8;8;8;9;2;99999998;8;99999998;2;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;21; ; ; ; ; ;Initiative non necessaire;99; ; ; ; ; ;2;99999998;4;99999998;0;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;31; ; ; ; ; ; ;initiative dangereuse pour l'economie;95; ; ; ; ;je fait confiance à l'indication du governement;2;99999998;3;99999998;5;99999998; ; ; ; ; ;99999998; ; ; ; ;91; ; ; ;je n'ai pas rejete ce projet, votre logiciel ne marche pas?;99; ; ; ;1;4;99999998;99999998;3;51; ; ; ; ;je suis concerné pour l’environnent dans le future pour les enfants;99; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;2;99999998;4;99999998;3;99999998; ; ; ; ; ;99999998; ; ; ; ; ;34; ; ; ; ; ;un pricipe de liberté;99; ; ; ; ; ;7;7;1;2;2;5;7;0;7;4;2;6;6;4;4;2;5;1;6;6;6;3;3;1;6;6;1;1;1;3;2;2;2;8;1;3;3;2;1;2;1;1;1;1;2;2;2;4;4;2;1;1;2;1;2;4;4;4;1;1;2;3;2;1;3;2;1;1;1;2;2;4;4;4;1;3;7;0;0;7;7;1;0;5;4;1;3;0;3;8;0;8;2;4;2;2;8;0;9;1;1;10;1;2;2; ;2;99999998;60;3;99999998;32;10;1;3;99999998;99999998;15;1;1;5.142523976;4.651330436;4.310864977;6.197106519;4.783903008
14195;20210613.61245.211;99999998;99999998; ;1958;2;1;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;4;99999998;4;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;24; ; ; ; ; ;trop de lois;99; ; ; ; ; ;2;99999998;3;99999998;10;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;98; ; ; ; ; ; ; ; ; ; ; ; ; ;2;99999998;4;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ;99; ; ; ; ; ; ; ; ;2;99999998;4;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;36;44; ; ;trop cher - minuscule la Suisse au niveau international;98; ; ; ; ; ;2;99999998;4;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ; ;22; ; ; ; ; ;pas besoin de lois!;99; ; ; ; ; ;6;6;5;2;2;2;4;4;4;3;7;4;4;5;4;4;7;6;1;2;5;5;5;3;2;1;2;1;2;4;3;1;2;2;1;1;1;3;4;1;1;1;2;1;3;2;3;1;1;2;1;1;3;3;3;1;2;3;2;2;2;3;2;8;3;2;1;1;1;1;1;3;1;3;1;3;10;98;10;10;5;5;5;10;3;3;2;5;3;98;3;0;0;0;0;0;0;0;98;1;1;10;1;1;1;2;1;4;32;3;99999998;31;21;1;2;52;7;12;1;2;0.859613343;0.777506478;0.720594998;1.407099551;0.799667026
14374;20210613.61696.211;99999998;99999998; ;1971;2;4;1;8;8;8;8;8;8;8;8;8;8;8;16;1;4;99999998;99999998;10;100; ; ; ; ; ; ; ;Je pense que vous menez cette enquête pour une bonne raison, donc je me devais d'accepter.;99; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;10;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;8;99999998;99999998;98;99; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;8;99999998;99999998;99999998;98;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;8;99999998;99999998;99999998;98;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;5;5;5;0;5;5;5;5;5;5;5;5;5;5;5;5;98;6;6;6;6;1;1;6;1;6;8;8;8;8;8;8;8;8;1;1;2;2;2;8;2;8;2;8;8;8;8;1;1;8;2;8;8;8;8;1;1;8;2;8;1;8;1;8;1;8;1;1;3;1;1;8;3;3;8;1;0;0;0;9;5;0;0;0;0;0;0;0;0;0;0;5;98;98;5;98;98;98;9;5;1;98;16;2;2; ;2;99999998;97;5;3;32;10;1;1;99999998;99999998;98;3;2;0.213563656;0.259575034;0.178293472;0.131084599;0.13108093
