CODERESP;SECURITYID;CONTROL1;CONTROL3;CONTROL3@;BIRTHYEARR;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;IMPORTANCE1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON1ACC1_05;REASON1ACC1_06;REASON1ACC1_07;REASON1ACC1_08;REASON1ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON2ACC1_04;REASON2ACC1_05;REASON2ACC1_06;REASON2ACC1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON1DEN1_04;REASON1DEN1_05;REASON1DEN1_06;REASON1DEN1;REASON2DEN1_01;REASON2DEN1_02;REASON2DEN1_03;REASON2DEN1_04;REASON2DEN1_05;REASON2DEN1;VOTE2;VOTE2A;VOTE2B;VOTE2C;IMPORTANCE2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON1ACC2_04;REASON1ACC2_05;REASON1ACC2_06;REASON1ACC2_07;REASON1ACC2_08;REASON1ACC2_09;REASON1ACC2_10;REASON1ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON2ACC2_03;REASON2ACC2_04;REASON2ACC2_05;REASON2ACC2_06;REASON2ACC2_07;REASON2ACC2_08;REASON2ACC2_09;REASON2ACC2_10;REASON2ACC2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON1DEN2_04;REASON1DEN2_05;REASON1DEN2_06;REASON1DEN2_07;REASON1DEN2;REASON2DEN2_01;REASON2DEN2_02;REASON2DEN2_03;REASON2DEN2_04;REASON2DEN2_05;REASON2DEN2;VOTE3;VOTE3A;VOTE3B;VOTE3C;IMPORTANCE3;REASON1ACC3_01;REASON1ACC3_02;REASON1ACC3_03;REASON1ACC3_04;REASON1ACC3_05;REASON1ACC3;REASON2ACC3_01;REASON2ACC3_02;REASON2ACC3_03;REASON2ACC3_04;REASON2ACC3;REASON1DEN3_01;REASON1DEN3_02;REASON1DEN3_03;REASON1DEN3_04;REASON1DEN3;REASON2DEN3_01;REASON2DEN3_02;REASON2DEN3_03;REASON2DEN3;VOTE4;VOTE4A;VOTE4B;VOTE4C;IMPORTANCE4;REASON1ACC4_01;REASON1ACC4_02;REASON1ACC4_03;REASON1ACC4_04;REASON1ACC4_05;REASON1ACC4;REASON2ACC4_01;REASON2ACC4_02;REASON2ACC4_03;REASON2ACC4_04;REASON2ACC4_05;REASON2ACC4_06;REASON2ACC4;REASON1DEN4_01;REASON1DEN4_02;REASON1DEN4_03;REASON1DEN4_04;REASON1DEN4;REASON2DEN4_01;REASON2DEN4_02;REASON2DEN4_03;REASON2DEN4_04;REASON2DEN4_05;REASON2DEN4;VOTE5;VOTE5A;VOTE5B;VOTE5C;IMPORTANCE5;REASON1ACC5_01;REASON1ACC5_02;REASON1ACC5_03;REASON1ACC5_04;REASON1ACC5_05;REASON1ACC5;REASON2ACC5_01;REASON2ACC5_02;REASON2ACC5_03;REASON2ACC5_04;REASON2ACC5_05;REASON2ACC5;REASON1DEN5_01;REASON1DEN5_02;REASON1DEN5_03;REASON1DEN5_04;REASON1DEN5_05;REASON1DEN5_06;REASON1DEN5;REASON2DEN5_01;REASON2DEN5_02;REASON2DEN5_03;REASON2DEN5_04;REASON2DEN5_05;REASON2DEN5;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_6;TRUST_7;TRUST_8;TRUST_9;TRUST_10;TRUST_16;TRUST_30;TRUST_31;TRUST_32;TRUST_33;TRUST_34;LRSP;VALUE3;VALUE5;VALUE6;VALUE7;VALUE8;VALUE10;VALUE16;VALUE11;VALUE15;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;DIFFICUL3;DECTIME3;ARGU3_1;ARGU3_2;ARGU3_3;ARGU3_4;ARGU3_5;ARGU3_6;DIFFICUL4;DECTIME4;ARGU4_1;ARGU4_2;ARGU4_3;ARGU4_4;ARGU4_5;ARGU4_6;DIFFICUL5;DECTIME5;ARGU5_1;ARGU5_2;ARGU5_3;ARGU5_4;ARGU5_5;ARGU5_6;COVID1A;COVID1B;COVID1C;COVID1D;COVID1E;COVID2;COVID3_1;COVID3_2;COVID4_1;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSR;CONFESSD;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2;GEWVORL3;GEWVORL4;GEWVORL5
15870;20210613.65764.211;99999998;99999998; ;1944;2;2;1;8;8;8;8;8;8;8;8;8;8;8;2;1;4;99999998;99999998;10;80; ; ; ; ; ; ; ;An unsere Nachkommen denken;40; ; ; ; ; ;unserer Gesundheit zuliebe;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;10;50;57; ; ; ; ; ; ; ; ;Gift ist nicht meine Sache;50;57; ; ; ; ; ; ; ; ;Die Umwelt leidet schon genug durch Gifte;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;10;23; ; ; ; ;Dass der Bundesrat frühzeitig durchgreifen kann;49; ; ; ;zum Schutze der Bevölkerung;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;10;40; ; ; ; ;Eine saubere Umwelt ist doch wichtig;50;51;52; ; ; ;auch da denken wir an die kommende Generation;99999998; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;10;33; ; ; ; ;Für die Sicherheit unseres Landes;46; ; ; ; ;So kann der Bundesrat schneller und besser handeln;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;9;7;4;6;5;7;8;4;4;5;2;7;6;8;7;3;4;3;4;1;2;3;4;2;6;2;1;1;2;1;1;2;3;3;1;1;1;1;1;3;3;2;1;1;1;1;1;3;2;4;1;1;2;1;1;3;4;3;1;1;1;1;1;2;4;3;1;1;1;1;2;4;1;4;4;3;6;0;5;6;1;3;2;0;4;2;0;1;0;1;0;1;0;2;0;0;4;2;7;4;1;10;2;1;1;2;1;2;21;7;3;33;21;1;3;99999998;99999998;7;2;1;2.405153962;2.005218086;3.110876572;0.314295508;2.508053557
16551;20210613.67582.211;99999998;99999998; ;1942;1;1;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;4;99999998;5;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;12; ; ; ; ; ;weil ich auf die Wissenschaft und die Technik setze;12; ; ; ; ;Verbote;2;99999998;4;99999998;5;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;30;23; ; ; ; ; ;setze auf die Wissenschaft und Technik und den freien Markt.;17; ; ; ; ;Verbote;2;99999998;4;99999998;5;99999998; ; ; ; ; ;99999998; ; ; ; ;12; ; ; ;die Wiedersprüchlichen Aussagen seitens der Veratnwotlichen un der Wissenschaft.;31; ; ;die Verbote un die Missbräuche der Vergütungen der hohnen Staatsverschuldung;2;99999998;4;99999998;5;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;35; ; ; ;ich setze auf Wissenschaft und Technik und nicht auf die vielen Verbote;14;30; ; ; ;Bin Besitzer einer Altbaugenossenschaft.? Hohe Kosten!!!;1;4;99999998;99999998;10;12;20;21; ; ;Die Justiz ist mit zu vielen Sondergesetzen ausgerüstet und die Schurken kommen meisten ungeschoren davon.;22; ; ; ; ;Aussschaffungsgesetzt ist zu large. Gesetzgebung ist zu mild und die bestehenden Gesetze werden heute schon nicht angwendet.;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;8;5;8;4;5;7;3;0;5;0;5;7;5;8;5;5;8;9;6;2;2;2;3;3;6;3;1;1;2;3;1;2;8;2;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;1;1;3;2;3;1;8;2;8;8;8;8;8;8;8;8;1;1;2;1;1;2;3;3;4;2;8;6;10;4;5;5;5;0;8;6;8;0;0;0;0;0;0;0;0;0;7;5;4;2;1;2;18;2;2;1;1;2;51;7;1;11;10;1;2;51;3;98;8;8;0.764298461;0.772282057;1.95574101;0.501382629;0.416406028
11457;20210613.53964.211;99999998;99999998; ;1998;1;3;2;0;1;0;0;0;0;0;0;0;0;0;16;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;2;98;98;0;98;5;98;98;98;98;5;98;98;5;98;98;98;1;8;6;9;1;1;3;6;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;0;16;1;1;1;1;2;21;6;4;99999998;10;99999998;4;51;3;98;8;8;2.207761736;2.206347506;2.214424402;2.208045776;2.218591208
12059;20210613.55517.211;99999998;99999998; ;1940;2;1;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;2;99999998;10;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ;2;99999998;2;99999998;7;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;98; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;99999998;99999998;10;98; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;10;98; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;2;99999998;8;99999998;5;99999998; ; ; ; ; ;99999998; ; ; ; ; ;98; ; ; ; ; ; ; ; ; ; ; ; ;10;8;5;4;5;8;10;6;6;6;6;8;6;10;8;8;5;1;9;1;1;6;6;6;6;8;2;2;1;3;1;3;3;3;2;2;2;1;1;3;1;3;2;2;2;2;1;2;3;3;2;2;1;1;1;1;1;1;2;2;1;1;3;8;3;3;1;1;1;1;1;4;1;3;3;2;5;0;5;5;0;5;0;0;10;8;0;0;0;0;0;0;0;0;0;0;0;0;8;4;1;10;10;2;2;1;1;4;32;7;7;99999998;10;99999998;2;32;98;98;1;2;2.640684997;2.668268673;1.11354801;2.361854487;3.017147788
16988;20210613.68775.211;99999998;99999998; ;1950;1;2;1;8;8;8;8;8;8;8;8;8;8;8;16;1;4;99999998;99999998;10;100; ; ; ; ; ; ; ;Gifte gehören nicht ins Trinkwasser, wenn es vermeidbar ist;18; ; ; ; ; ;Die Stossrichtung der Initiative ist aus meiner Sicht unterstützenswert.;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;10;50;57;60;61; ; ; ; ; ; ;Chemie am richtigen Ort. Alternativen dazu in der Landwirtschaft ausschöpfen.;12;16; ; ; ; ; ; ; ; ;Stossrichtung unterstützenswert.;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;8;95; ; ; ; ;Bei diesem komplexen Thema unterstütze ich gerne diejenigen, die sich damit seriös auseinandersetzten, Zeit und Arbeit investieren.;19; ; ; ;Allen Menschen recht getan, ist eine Kunst, die niemand kann.;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;10;54; ; ; ; ;Transporte sind allgemein zu billig.;90; ; ; ; ; ;Rohstoffe sind begrenzt. Sie werden noch für anderes benützt.;99999998; ; ; ; ;99999998; ; ; ; ; ;2;99999998;2;99999998;4;99999998; ; ; ; ; ;99999998; ; ; ; ; ;17;12; ; ; ; ;Ich finde das Gesetz unnötig.;24; ; ; ; ;Ein Teil der Entstehung des Gesetzes basiert auf Angst, besonders Angst vor Ausländer3innen.;8;8;3;2;2;7;7;98;98;7;4;8;9;7;5;98;98;2;8;5;4;8;8;3;5;2;1;1;1;2;1;4;4;4;1;1;1;1;2;1;8;2;1;1;1;8;2;4;4;3;1;1;2;1;8;4;4;2;2;8;2;3;3;3;3;2;1;1;1;1;1;4;8;8;4;2;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;98;2;98;98;8;2;9;3;1;10;2;2;2; ;2;99999998;52;7;3;33;23;8;3;99999998;99999998;8;1;2;0.158456745;0.15621575;0.126075255;0.267407785;0.34159971
13526;20210613.59433.211;99999998;99999998; ;1946;2;3;2;0;0;0;0;0;0;0;0;1;0;0;16;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;3;3;0;0;0;0;3;0;0;2;4;1;2;3;0;0;3;5;4;1;6;3;6;4;5;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;0;18;1;1;1;1;1;32;8;1;12;21;8;1;99999998;99999998;1;2;1;2.299869617;2.298396385;2.306810248;2.300165506;2.311150894
11112;20210613.53046.211;99999998;99999998; ;1947;2;2;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;8;99999998;9;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;61;12; ; ; ; ;Weil alles (Umwelt) auf die Landwirtschaft abgeschoben wird, diese als Hauptverusacher dargestellt wird;99; ; ; ; ; ;2;99999998;8;99999998;9;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;99999998;99999998;8;17; ; ; ; ;Erklärungen der Befürworter haben mich überzeugt;21;24; ; ;Klare Regelungen;99999998; ; ; ; ;99999998; ; ; ;2;99999998;8;99999998;9;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;1;4;99999998;99999998;9;31; ; ; ; ;Aufgrund von Ereignissen (Europa, Weltweit, und vermehrt auch in der Schweiz);99; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;6;7;98;5;5;98;7;7;98;6;9;7;7;9;7;98;5;3;3;4;3;4;2;5;5;2;1;1;2;4;3;1;1;8;1;1;8;2;2;2;2;1;2;2;1;1;1;2;3;2;1;1;3;2;3;1;2;1;2;2;2;2;2;3;3;8;1;1;2;1;1;3;3;3;3;2;7;2;6;5;2;2;1;1;6;3;1;0;0;0;0;98;98;5;98;98;98;2;3;4;1;7;1;1;1;1;1;4;32;7;3;32;10;8;1;99999998;99999998;3;2;1;1.102446;1.113961767;0.464889433;0.72320867;0.600635986
15995;20210613.66115.211;99999998;99999998; ;1966;2;2;1;8;8;8;8;8;8;8;8;8;8;8;1;1;4;99999998;99999998;6;42;56; ; ; ; ; ; ;Wir müssen unserem Wasser Sorge tragen! Es ist eine sehr, sehr wichtige Resource;99; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;6;53; ; ; ; ; ; ; ; ; ;Wiederum, wir müssen zu unserer Natur Sorge tragen und können nicht immer nur auf Profit aus sein!;99; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;7;24;23; ; ; ;"Wir müssen eine gute Grundlage für weitere solche Ereignisse haben. Aufgrund der Klimaerwärmung kann es vermehrt zu solchen ""Seuchen"" kommen. Die Schweizer können sich überhaupt nicht unterordnen und akzeptieren die Entscheide des Bundesrates nicht. Also";99; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;2;99999998;4;99999998;7;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;51;56;42; ;Über eine solche Abgabe kann das Problem nicht gelöscht werden.  Die Zweitklassen-Gesellschaft ist ein grosses Thema für die Schweiz. Die Reichen können sich all diese Massnahmen leisten und der Schwächere wird dadurch einmal mehr bestraft! Ist überhaupt;99; ; ; ; ; ;1;4;99999998;99999998;5;21; ; ; ; ;Vielleicht geht nun endlich etwas mehr in diesem Zusammenhang.;99; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;8;3;5;3;4;7;5;3;3;4;5;8;6;8;8;5;5;8;4;2;2;5;2;6;4;1;1;1;2;3;2;2;3;2;2;1;2;3;2;2;2;2;1;1;1;2;1;4;4;4;2;1;3;2;3;2;3;1;2;1;2;2;1;4;4;4;1;1;3;1;1;4;4;4;3;2;7;0;0;6;0;5;0;5;5;0;5;0;0;0;0;0;0;0;0;0;4;0;5;3;1;10;1;1;1;1;1;4;32;3;99999998;33;21;2;2;51;1;14;1;2;3.021602241;2.978868824;2.404121532;3.739989372;3.106119014
15582;20210613.65029.211;99999998;99999998; ;1981;1;2;1;8;8;8;8;8;8;8;8;8;8;8;4;2;99999998;4;99999998;10;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;41; ; ; ; ; ;Wir haben schon überall sauberes Wasser;32;57; ; ; ;mehr Import von Lebenssmitteln - Umweltbelastend;2;99999998;4;99999998;10;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;30;32;36; ; ; ; ;Lebenmittelversorgung in CH - In Ausland wird weniger umwletschonend Produziert - Import belastet die Umwelt auch (LKW, Schiff, Flieger);99; ; ; ; ; ;2;99999998;8;99999998;3;99999998; ; ; ; ; ;99999998; ; ; ; ;101;20;29; ;nur Gesetz für Covid warum nicht allgemein für Oandemien;99; ; ; ;2;99999998;1;99999998;4;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;32;52; ; ;Benzin/Diesel teurer Landbevölkerung trifft es viel zu viel;98; ; ; ; ; ;2;99999998;1;99999998;2;99999998; ; ; ; ; ;99999998; ; ; ; ; ;41; ; ; ; ; ;Beamtenwillkür;99; ; ; ; ; ;8;7;4;1;4;7;7;8;6;8;9;3;2;8;0;0;7;4;2;2;5;3;5;8;5;1;1;1;2;4;4;1;2;4;1;1;2;4;3;3;2;3;2;3;3;2;4;1;1;8;1;2;4;4;4;1;2;1;2;3;2;2;1;1;4;1;1;1;3;1;1;4;4;4;1;3;7;3;8;2;0;2;1;3;7;0;7;0;3;0;0;98;98;3;1;1;6;7;2;3;1;10;1;1;1;2;1;5;32;3;99999998;33;10;2;1;99999998;99999998;5;1;2;1.116094307;1.127752639;2.855941123;0.73216201;1.275207559
12529;20210613.56808.211;99999998;99999998; ;1989;1;2;1;8;8;8;8;8;8;8;8;8;8;8;16;1;2;99999998;99999998;10;58; ; ; ; ; ; ; ;Schutz der Natur;40;80; ; ; ; ;Gesundheit (auch für zukünftige Generationen);99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;10;50; ; ; ; ; ; ; ; ; ;Schutz der Natur;40;41;84; ; ; ; ; ; ; ;Gesundheit (auch für zukünftige Generationen);99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;8;30;32; ; ; ;Finanzielle Unterstützung für Betriebe;99; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;10;41; ; ; ; ;CO2 Bilanz verbessern;35;41;12; ; ; ;Finanzielle Anreize für CO2 Reduktion (z.B. Gebäudesanierung);99999998; ; ; ; ;99999998; ; ; ; ; ;1;2;99999998;99999998;8;43; ; ; ; ;"Bessere Möglichkeiten für Polizei für frühes ""eingreifen"" bei Gefährdern";99; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;7;7;4;5;5;10;5;4;5;6;5;8;9;8;7;0;6;3;6;2;5;2;8;8;8;2;1;3;2;1;1;4;3;2;1;1;1;1;1;3;4;8;2;2;1;1;1;4;4;4;1;2;2;1;1;4;4;4;2;2;1;1;1;4;4;3;1;1;3;1;1;4;3;3;4;1;9;0;10;6;0;2;1;10;1;0;0;0;0;0;6;0;0;0;0;0;8;0;9;2;1;5;16;1;1;2;1;1;51;3;99999998;33;10;1;1;99999998;99999998;12;1;2;0.365545703;0.360375923;0.290844468;0.616886119;0.375770326
14591;20210613.62343.211;99999998;99999998; ;1968;1;2;1;8;8;8;8;8;8;8;8;8;8;8;3;1;4;99999998;99999998;7;100; ; ; ; ; ; ; ;Es ist Zeit etwas zu unternehmen.;99; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;8;12;16; ; ; ; ; ; ; ; ;Es ist Zeit etwas zu tun.;99; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;9;19; ; ; ; ;Gibt es Alternativen?;99; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;8;45; ; ; ; ;Auch hier ist es Zeit etwas zu tun.;99; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;10;25;26; ; ; ;Bestehendes Recht muss durchgesetzt werden.;99; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;4;4;5;3;7;4;3;0;5;2;2;0;6;5;4;4;6;3;6;2;4;1;6;1;1;4;1;1;2;2;2;4;4;4;1;1;2;3;2;3;3;3;1;1;2;2;2;2;2;3;1;1;1;1;1;3;4;4;1;1;2;1;1;4;4;4;1;1;2;1;1;3;2;4;4;1;10;0;0;0;3;0;3;0;0;0;0;0;0;0;6;0;0;0;0;0;4;0;4;3;1;10;3;2;2; ;2;99999998;52;1;99999998;31;10;1;1;99999998;99999998;98;1;2;0.324930501;0.320335128;0.258529202;0.548344884;0.334019083
17113;20210613.69129.211;99999998;99999998; ;1959;2;2;2;1;0;1;0;0;0;0;0;0;0;0;99;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;4;6;2;5;4;6;2;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;7;19;1;1;2;1;2;32;3;99999998;33;23;2;2;40;3;5;1;2;1.153486759;1.152747867;1.156967794;1.15363516;1.15914482
